Key,Value
Authentication.CrossDevice.Label.ConfirmationMessage2,この新しいデバイスから、お持ちのアカウント、Robux、持ち物にアクセスできます。
Authentication.CrossDevice.Label.ConfirmationMessage3,本人確認をしてください。
Authentication.CrossDevice.Label.Continue,
Authentication.CrossDevice.Label.DevicePrompt,ログイン済みのデバイスに行って、このコードを入力して探索する
Authentication.CrossDevice.Label.EnterCodeTextBox,
Authentication.CrossDevice.Label.EnterOtherDeviceCode,他のデバイスからコードを入力
Authentication.CrossDevice.Label.InvalidLocationError,ログインしようとしているデバイスとあなたの場所が一致しませんでした。同じネットワーク上でもう一度お試しください。
Authentication.CrossDevice.Label.LogginInAs,%sとしてログイン中
Authentication.CrossDevice.Label.LoginInstructions,ログイン済みのデバイス上で以下へ行く：
Authentication.CrossDevice.Label.LoginInstructionsV2,Robloxアプリを開き、次へ。
Authentication.CrossDevice.Label.LoginLocation,コードを入力するには、 <b>アカウント設定 > クイックログイン</b> 。
Authentication.CrossDevice.Label.LoginLocationV2,コード入力方法：<b>他のページ > クイックログイン</b> 。
Authentication.CrossDevice.Label.NotAvailableOnNetwork,この機能はこのネットワークでは利用できません。後でもう一度お試しください
Authentication.CrossDevice.Label.OK,
Authentication.CrossDevice.Label.QrCodeError,QRコードの表示に問題が発生しています。このページをリフレッシュするか、以下の指示に従って他のデバイスにログインしてください。
Authentication.CrossDevice.Label.QrCodeLogin,
Authentication.CrossDevice.Label.QrHeader,オプション1
Authentication.CrossDevice.Label.QrInstructions,ログインしたお持ちのデバイスのカメラから、このQRコードをスキャンします。
Authentication.CrossDevice.Label.QuestCDLShortLinkInstruction,ログインを完了するには、お使いのパソコンまたはスマホで <b>roblox.com/quest</b> にアクセスしてこのコードを入力してください。
Authentication.CrossDevice.Label.QuickSignInWarning,セキュリティ保護のため、新しいデバイスで生成したコードのみを入力してください。
Authentication.CrossDevice.Label.SigninInstructionHeading,新しいデバイスで{username}としてログインするには：
Authentication.CrossDevice.Label.SigninInstructionOne,1. 新しいデバイスで、ログインページを開きます
